,site_id,url,deal_type,city,zip_code,post_canton,accuracy,latitude,longitude,price_unit,price,property_type,living_space,rooms,perspective,year_built,outdoor_parking,indoor_parking,balcony,property_area,fireplace,pets_allowed,floor,wheelchair_accessible,ceiling_height,lift,cable_tv,last_renovation,floor_space,cubage,minergie_certified
159,3000344762,https://www.homegate.ch/rent/3000344762,rent,Rafz,8197,ZH,HIGH,47.6125076,8.5430802,Month,1950.0,APARTMENT,95.0,4.5,,2020.0,,1.0,1.0,,,,2,,,,1.0,,,,
160,3000415783,https://www.homegate.ch/rent/3000415783,rent,Rafz,8197,ZH,HIGH,47.6071042,8.5408281,Month,1960.0,APARTMENT,156.0,4.5,1.0,,1.0,,1.0,,,,3,,,,1.0,,,,
161,3000395662,https://www.homegate.ch/rent/3000395662,rent,Bäch SZ,8806,SZ,HIGH,47.204788,8.7436625,Month,2430.0,APARTMENT,,4.5,1.0,,,1.0,1.0,,,,1,,,1.0,,,,,
162,3000288918,https://www.homegate.ch/rent/3000288918,rent,Bäch SZ,8806,SZ,HIGH,47.1999752,8.7246287,Month,3300.0,APARTMENT,110.0,3.5,1.0,2007.0,,1.0,1.0,,,1.0,3,,,,1.0,,,,
163,3000285459,https://www.homegate.ch/rent/3000285459,rent,Männedorf,8708,ZH,HIGH,47.24852070000001,8.705441,Month,1980.0,APARTMENT,81.0,2.5,,2013.0,1.0,,1.0,,,1.0,2,,,1.0,1.0,,,,
166,3000167365,https://www.homegate.ch/rent/3000167365,rent,Stäfa,8712,ZH,HIGH,47.2452773,8.722947,Month,790.0,APARTMENT,,1.0,,1987.0,,,1.0,,,,Ground,,,,1.0,,,,
170,3000243159,https://www.homegate.ch/rent/3000243159,rent,Au ZH,8804,ZH,HIGH,47.2502556,8.6295355,Month,1710.0,APARTMENT,49.0,2.5,,1982.0,1.0,1.0,1.0,,,,1,,,1.0,1.0,1999.0,,,
171,3000399055,https://www.homegate.ch/rent/3000399055,rent,Au ZH,8804,ZH,HIGH,47.2424298,8.657135,Month,1750.0,APARTMENT,,4.5,1.0,,,,1.0,,,,6,,,,,,,,
173,3000391435,https://www.homegate.ch/rent/3000391435,rent,Kilchberg ZH,8802,ZH,HIGH,47.316442,8.549671100000001,Month,1730.0,APARTMENT,50.0,3.5,,,,,1.0,,,,1,,2.7,,,,,,
176,3000348075,https://www.homegate.ch/rent/3000348075,rent,Uetikon am See,8707,ZH,HIGH,47.2705365,8.674481799999999,Month,2909.0,APARTMENT,100.0,4.0,1.0,,,,1.0,,1.0,,1,,,,1.0,,,,
178,3000048908,https://www.homegate.ch/rent/3000048908,rent,Grafstal,8310,ZH,HIGH,47.4449855,8.6985678,Month,2265.0,APARTMENT,93.0,3.5,1.0,2021.0,1.0,1.0,,,,1.0,,1.0,2.4,1.0,,,106.0,,1.0
180,3000269529,https://www.homegate.ch/rent/3000269529,rent,Freienbach,8807,SZ,HIGH,47.204422,8.763839,Month,800.0,APARTMENT,22.0,1.0,,,1.0,,1.0,,,,Ground,,2.4,,1.0,,22.0,,
181,3000247494,https://www.homegate.ch/rent/3000247494,rent,Freienbach,8807,SZ,HIGH,47.2066936,8.7562259,Month,1100.0,APARTMENT,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,
182,2148037566,https://www.homegate.ch/rent/2148037566,rent,Meilen,8706,ZH,HIGH,47.2726998,8.663958300000001,Month,1795.0,APARTMENT,78.0,3.5,,1973.0,,,1.0,,,,3,,,,,,,,
183,3000415663,https://www.homegate.ch/rent/3000415663,rent,Meilen,8706,ZH,HIGH,47.2756835,8.6215286,Month,1800.0,APARTMENT,,2.5,1.0,1775.0,,1.0,1.0,,,,2,,,,1.0,2017.0,,,
184,3000349744,https://www.homegate.ch/rent/3000349744,rent,Brütten,8311,ZH,HIGH,47.4722821,8.6738884,Month,1450.0,APARTMENT,60.0,1.5,1.0,,1.0,,,,1.0,,2,,,,1.0,2009.0,,,
185,3000430763,https://www.homegate.ch/rent/3000430763,rent,Brütten,8311,ZH,HIGH,47.4716099,8.6711267,Month,2100.0,APARTMENT,,4.5,,,,,1.0,,,,1,,,,,,,,
186,3000343009,https://www.homegate.ch/rent/3000343009,rent,Winterberg ZH,8312,ZH,HIGH,47.456417,8.6925051,Month,1750.0,APARTMENT,,4.5,1.0,,,1.0,1.0,,,,2,,,,,,,,
188,3000331324,https://www.homegate.ch/rent/3000331324,rent,Rüschlikon,8803,ZH,HIGH,47.31166469999999,8.5506827,Month,1580.0,APARTMENT,40.0,1.0,1.0,1956.0,,1.0,1.0,,,1.0,Ground,,,,1.0,2017.0,,,
189,3000434039,https://www.homegate.ch/rent/3000434039,rent,Rüschlikon,8803,ZH,HIGH,47.3056523,8.555475999999999,Month,1700.0,APARTMENT,79.0,2.5,,2019.0,1.0,1.0,1.0,,,1.0,Ground,1.0,2.6,1.0,1.0,,,,
190,3000425323,https://www.homegate.ch/rent/3000425323,rent,Pfäffikon SZ,8808,SZ,HIGH,47.1982688,8.784870399999999,Month,4000.0,APARTMENT,167.0,6.5,1.0,,1.0,1.0,1.0,,,,Ground,,,,1.0,,,,
192,3000382943,https://www.homegate.ch/rent/3000382943,rent,Eglisau,8193,ZH,MEDIUM,47.57098149999999,8.471729,Month,1900.0,APARTMENT,77.0,3.5,,2019.0,1.0,1.0,1.0,,,1.0,2,1.0,,1.0,,,91.0,,
193,3000363986,https://www.homegate.ch/rent/3000363986,rent,Eglisau,8193,ZH,HIGH,47.5733993,8.514535100000002,Month,1910.0,APARTMENT,81.0,3.5,,,1.0,1.0,1.0,,,,3,,,1.0,1.0,,,,
194,107467036,https://www.homegate.ch/rent/107467036,rent,Richterswil,8805,ZH,HIGH,47.21160039999999,8.700764300000001,Month,650.0,APARTMENT,,1.0,,,,,,,,,,,,,,,,,
195,3000380307,https://www.homegate.ch/rent/3000380307,rent,Richterswil,8805,ZH,HIGH,47.2056972,8.7072918,Month,1125.0,APARTMENT,,1.0,,2014.0,,,1.0,,,,Ground,,,,1.0,,,,
196,3000433678,https://www.homegate.ch/rent/3000433678,rent,Bassersdorf,8303,ZH,HIGH,47.4297743,8.6428776,Month,2089.0,APARTMENT,120.0,4.5,,2007.0,1.0,1.0,1.0,,,1.0,1,,,1.0,1.0,,,,
197,3000331079,https://www.homegate.ch/rent/3000331079,rent,Zürich,8053,ZH,HIGH,47.3592909,8.594610099999999,Month,1760.0,APARTMENT,66.0,2.5,,1985.0,,1.0,1.0,,,,1,,,1.0,1.0,2014.0,,,
198,3000428912,https://www.homegate.ch/rent/3000428912,rent,Zürich,8053,ZH,HIGH,47.35862119999999,8.587088399999999,Month,1780.0,APARTMENT,66.0,2.0,,1992.0,,,1.0,,,,1,,,,,,,,
199,3000439360,https://www.homegate.ch/rent/3000439360,rent,Kloten,8302,ZH,HIGH,47.4679125,8.5801718,Month,1490.0,APARTMENT,70.0,1.0,1.0,2013.0,,,1.0,,1.0,,,,3.0,,1.0,,70.0,,
200,3000437634,https://www.homegate.ch/rent/3000437634,rent,Dietlikon,8305,ZH,HIGH,47.4191861,8.6208999,Month,925.0,APARTMENT,34.0,1.5,,,,,,,,,Ground,,,,,,,,
201,3000430951,https://www.homegate.ch/rent/3000430951,rent,Dietlikon,8305,ZH,HIGH,47.4177729,8.6168692,Month,1250.0,APARTMENT,,1.5,1.0,,,,1.0,,,,2,,,,,,,,
202,3000387658,https://www.homegate.ch/rent/3000387658,rent,Glattfelden,8192,ZH,HIGH,47.5554156,8.5061722,Month,1480.0,APARTMENT,64.0,3.5,,,,,,,,,2,,,,,,,,
203,3000357090,https://www.homegate.ch/rent/3000357090,rent,Glattfelden,8192,ZH,HIGH,47.5607721,8.4958353,Month,1550.0,APARTMENT,88.0,4.0,,1660.0,,,1.0,,,1.0,Ground,,,,1.0,,,,
204,3000437426,https://www.homegate.ch/rent/3000437426,rent,Thalwil,8800,ZH,HIGH,47.2916177,8.5642136,Month,840.0,APARTMENT,29.0,1.0,1.0,,,,1.0,,,1.0,Ground,,,,1.0,,,,
205,3000427917,https://www.homegate.ch/rent/3000427917,rent,Thalwil,8800,ZH,HIGH,47.2987611,8.5610901,Month,929.0,APARTMENT,,,,,,,1.0,,,,1,,,,,,,,
206,2147886762,https://www.homegate.ch/rent/2147886762,rent,Herrliberg,8704,ZH,HIGH,47.2905178,8.6149331,Month,3050.0,APARTMENT,125.0,5.0,,1963.0,,,1.0,,1.0,,Ground,,,,,,,,
207,3000425263,https://www.homegate.ch/rent/3000425263,rent,Herrliberg,8704,ZH,HIGH,47.2934666,8.6098018,Month,3328.0,APARTMENT,106.0,3.5,,2008.0,,1.0,1.0,,,,Ground,,,1.0,1.0,,,,
208,3000436615,https://www.homegate.ch/rent/3000436615,rent,Zürich,8052,ZH,MEDIUM,47.42515059999999,8.5521187,Month,648.0,APARTMENT,32.0,1.0,1.0,1968.0,,,1.0,,,,5,,,1.0,1.0,2005.0,,,
209,109687085,https://www.homegate.ch/rent/109687085,rent,Zürich,8052,ZH,HIGH,47.4239437,8.5530385,Month,950.0,APARTMENT,15.0,1.0,,2010.0,1.0,,1.0,,,,1,,0.0,1.0,1.0,,15.0,,
210,3000424847,https://www.homegate.ch/rent/3000424847,rent,Zürich,8051,ZH,MEDIUM,47.406939,8.5693812,Month,1030.0,APARTMENT,16.0,1.0,,,,,,,,,Ground,,,,,,,,
211,3000424892,https://www.homegate.ch/rent/3000424892,rent,Zürich,8051,ZH,MEDIUM,47.400711,8.5846182,Month,1030.0,APARTMENT,12.0,1.0,,,,,,,,,1,,,,,,,,
212,3000408663,https://www.homegate.ch/rent/3000408663,rent,Zürich,8047,ZH,HIGH,47.3727658,8.4954962,Month,1780.0,APARTMENT,56.0,3.0,,,,,1.0,,,,2,,,,,2020.0,64.0,,
213,3000436827,https://www.homegate.ch/rent/3000436827,rent,Zürich,8047,ZH,HIGH,47.3707,8.490238399999999,Month,1930.0,APARTMENT,57.0,2.5,,1952.0,,,1.0,,,,2,,,,,2020.0,,,
214,3000364874,https://www.homegate.ch/rent/3000364874,rent,Rafz,8197,ZH,HIGH,47.60975870000001,8.539738200000002,Month,1990.0,APARTMENT,130.0,5.5,1.0,,1.0,1.0,1.0,,,1.0,1,,,,,,,,
215,110193043,https://www.homegate.ch/rent/110193043,rent,Rafz,8197,ZH,HIGH,47.60932570000001,8.5393204,Month,1990.0,APARTMENT,117.0,4.5,1.0,2004.0,1.0,1.0,1.0,,1.0,,1,,,1.0,1.0,,,,
216,3000411682,https://www.homegate.ch/rent/3000411682,rent,Bäch SZ,8806,SZ,HIGH,47.2004132,8.7190712,Month,3415.0,APARTMENT,128.0,4.5,1.0,2007.0,,1.0,1.0,,1.0,1.0,1,,2.4,1.0,1.0,2012.0,150.0,,
217,3000411687,https://www.homegate.ch/rent/3000411687,rent,Bäch SZ,8806,SZ,HIGH,47.2004132,8.7190712,Month,4850.0,APARTMENT,188.0,5.5,1.0,2007.0,,1.0,1.0,,1.0,1.0,2,,2.4,1.0,1.0,,196.0,,
219,3000421180,https://www.homegate.ch/rent/3000421180,rent,Männedorf,8708,ZH,MEDIUM,47.255346,8.700988599999999,Month,800.0,APARTMENT,,1.0,1.0,,,,1.0,,,,3,,,,1.0,,,,
220,109798430,https://www.homegate.ch/rent/109798430,rent,Männedorf,8708,ZH,HIGH,47.262045,8.701811,Month,1090.0,APARTMENT,,,,,,,,,,,1,,,,,,,,
221,3000411869,https://www.homegate.ch/rent/3000411869,rent,Stäfa,8712,ZH,HIGH,47.2452773,8.722947,Month,800.0,APARTMENT,,1.0,1.0,1987.0,,,1.0,,,,1,,,,1.0,2017.0,,,
222,3000167369,https://www.homegate.ch/rent/3000167369,rent,Stäfa,8712,ZH,HIGH,47.2452773,8.722947,Month,815.0,APARTMENT,,1.0,1.0,1987.0,,,1.0,,,,1,,,,1.0,,,,
224,3000412161,https://www.homegate.ch/rent/3000412161,rent,Zürich,8048,ZH,MEDIUM,47.3867355,8.4880973,Month,965.0,APARTMENT,14.0,1.0,1.0,,,,,,,,Ground,,,,,,,,
225,3000399203,https://www.homegate.ch/rent/3000399203,rent,Au ZH,8804,ZH,HIGH,47.2402434,8.6529243,Month,1860.0,APARTMENT,77.0,3.5,,1971.0,1.0,1.0,,,,,3,,,1.0,1.0,,,,
226,3000176126,https://www.homegate.ch/rent/3000176126,rent,Au ZH,8804,ZH,HIGH,47.249222,8.632897100000001,Month,1890.0,APARTMENT,93.0,4.0,,,,,,,,,3,,,,,,,,
227,3000417504,https://www.homegate.ch/rent/3000417504,rent,Kilchberg ZH,8802,ZH,HIGH,47.3243681,8.548985499999999,Month,2343.0,APARTMENT,70.0,1.0,1.0,,1.0,,,,,,2,1.0,,1.0,,,,,
228,3000357285,https://www.homegate.ch/rent/3000357285,rent,Kilchberg ZH,8802,ZH,HIGH,47.3177432,8.5387324,Month,2630.0,APARTMENT,103.0,4.5,1.0,,,1.0,1.0,,,,1,,,,1.0,2018.0,108.0,,
235,3000399644,https://www.homegate.ch/rent/3000399644,rent,Freienbach,8807,SZ,HIGH,47.2042714,8.7644666,Month,1590.0,APARTMENT,65.0,3.5,,,1.0,1.0,1.0,,,,2,,,,1.0,,,,
236,3000069683,https://www.homegate.ch/rent/3000069683,rent,Freienbach,8807,SZ,HIGH,47.2045317,8.758493200000002,Month,1950.0,APARTMENT,62.0,3.0,,1953.0,,1.0,1.0,,,,Ground,,,,,2015.0,,,
237,2147869677,https://www.homegate.ch/rent/2147869677,rent,Meilen,8706,ZH,HIGH,47.2697817,8.6435026,Month,1860.0,APARTMENT,75.0,2.5,1.0,1951.0,1.0,,,,,1.0,4,,,,1.0,,,,
238,3000433543,https://www.homegate.ch/rent/3000433543,rent,Meilen,8706,ZH,HIGH,47.2672392,8.6538083,Month,1875.0,APARTMENT,60.0,2.5,,,1.0,,1.0,,,1.0,Ground,,,,1.0,2017.0,,,
239,3000161232,https://www.homegate.ch/rent/3000161232,rent,Brütten,8311,ZH,HIGH,47.47159910000001,8.6729837,Month,2340.0,APARTMENT,110.0,3.5,1.0,2008.0,1.0,1.0,1.0,,,,1,,2.43,,1.0,,122.0,,
240,3000439282,https://www.homegate.ch/rent/3000439282,rent,Brütten,8311,ZH,LOW,47.4700217,8.675507399999999,Month,2340.0,APARTMENT,110.0,3.5,,2008.0,1.0,,1.0,,,,1,,,,,,,,
242,3000333381,https://www.homegate.ch/rent/3000333381,rent,Rüschlikon,8803,ZH,MEDIUM,47.3025759,8.5609181,Month,1750.0,APARTMENT,100.0,1.5,,1990.0,1.0,1.0,,,,,,,4.0,1.0,1.0,2015.0,110.0,,
243,3000364035,https://www.homegate.ch/rent/3000364035,rent,Rüschlikon,8803,ZH,HIGH,47.3113184,8.5508619,Month,1750.0,APARTMENT,40.0,1.5,1.0,,,,1.0,,,1.0,Ground,,,,1.0,,20.0,,
247,3000372092,https://www.homegate.ch/rent/3000372092,rent,Horgen,8810,ZH,MEDIUM,47.2532258,8.618107499999999,Month,2370.0,APARTMENT,78.0,3.5,1.0,2020.0,1.0,1.0,1.0,,,,Ground,,,,1.0,,,,
248,3000434052,https://www.homegate.ch/rent/3000434052,rent,Illnau,8308,ZH,HIGH,47.4190713,8.7178781,Month,1400.0,APARTMENT,110.0,3.5,,,,,,,,,2,,,,,,,,
249,3000428841,https://www.homegate.ch/rent/3000428841,rent,Illnau,8308,ZH,HIGH,47.4070195,8.721997499999999,Month,1840.0,APARTMENT,75.0,3.5,,,,1.0,1.0,,,1.0,2,,,1.0,1.0,,,,
250,3000221459,https://www.homegate.ch/rent/3000221459,rent,Eglisau,8193,ZH,HIGH,47.5739695,8.5151182,Month,1910.0,APARTMENT,81.0,3.5,,,,1.0,1.0,,,,3,,,1.0,1.0,,,,
251,3000363985,https://www.homegate.ch/rent/3000363985,rent,Eglisau,8193,ZH,HIGH,47.5739695,8.5151182,Month,1910.0,APARTMENT,81.0,3.5,,,1.0,1.0,1.0,,,,3,,,1.0,1.0,,,,
253,3000387466,https://www.homegate.ch/rent/3000387466,rent,Richterswil,8805,ZH,HIGH,47.2151418,8.7005211,Month,1160.0,APARTMENT,20.0,1.0,1.0,1265.0,1.0,,1.0,,1.0,,,,2.0,,1.0,2015.0,200.0,,
254,3000420260,https://www.homegate.ch/rent/3000420260,rent,Richterswil,8805,ZH,HIGH,47.20659329999999,8.7015896,Month,1300.0,APARTMENT,36.0,1.5,1.0,1971.0,1.0,,1.0,,,,2,,2.5,,1.0,2020.0,,,
256,3000425018,https://www.homegate.ch/rent/3000425018,rent,Bassersdorf,8303,ZH,HIGH,47.4466838,8.622255299999999,Month,2970.0,APARTMENT,120.0,4.5,1.0,2015.0,,1.0,1.0,,,1.0,Ground,,,1.0,1.0,,,,1.0
258,3000424917,https://www.homegate.ch/rent/3000424917,rent,Brüttisellen,8306,ZH,HIGH,47.4253047,8.628885499999999,Month,2070.0,APARTMENT,91.0,3.5,1.0,1983.0,,1.0,1.0,,1.0,,2,,2.2,,,2017.0,,,
259,3000433476,https://www.homegate.ch/rent/3000433476,rent,Zürich,8053,ZH,HIGH,47.3599349,8.5845602,Month,1800.0,APARTMENT,74.0,3.0,1.0,1966.0,,1.0,1.0,,,,2,,,,1.0,2000.0,,,
260,3000304232,https://www.homegate.ch/rent/3000304232,rent,Zürich,8053,ZH,HIGH,47.3559958,8.5920171,Month,1839.0,APARTMENT,,3.0,1.0,,,1.0,1.0,,,,1,,,,1.0,,,,
261,3000430544,https://www.homegate.ch/rent/3000430544,rent,Kloten,8302,ZH,HIGH,47.44885619999999,8.5859217,Month,2255.0,APARTMENT,71.0,2.5,1.0,2019.0,,1.0,1.0,,,1.0,4,1.0,,1.0,1.0,,11.0,,
262,3000421568,https://www.homegate.ch/rent/3000421568,rent,Kloten,8302,ZH,HIGH,47.4464283,8.5939804,Month,1980.0,APARTMENT,,3.5,1.0,,1.0,1.0,1.0,,,1.0,1,,,,1.0,2020.0,,,
263,3000380039,https://www.homegate.ch/rent/3000380039,rent,Dietlikon,8305,ZH,HIGH,47.4189848,8.623270699999999,Month,1314.0,APARTMENT,,2.5,,,,1.0,1.0,,,,1,,,,1.0,,,,
264,3000398775,https://www.homegate.ch/rent/3000398775,rent,Dietlikon,8305,ZH,HIGH,47.4186759,8.6235687,Month,1550.0,APARTMENT,,2.5,1.0,1961.0,,,1.0,,,1.0,Ground,,,,,,,,
265,3000357088,https://www.homegate.ch/rent/3000357088,rent,Glattfelden,8192,ZH,HIGH,47.5606927,8.4959625,Month,1550.0,APARTMENT,76.0,4.0,,1660.0,1.0,,1.0,,,1.0,Ground,,,,1.0,,,,
266,3000202350,https://www.homegate.ch/rent/3000202350,rent,Glattfelden,8192,ZH,HIGH,47.5599477,8.4984123,Month,1650.0,APARTMENT,66.0,,1.0,2020.0,,1.0,1.0,,,1.0,1,1.0,,1.0,,,,,1.0
267,3000238959,https://www.homegate.ch/rent/3000238959,rent,Thalwil,8800,ZH,LOW,47.2913265,8.5602201,Month,1300.0,APARTMENT,40.0,2.0,,,,,,,,,Ground,,,,1.0,,,,
268,3000405878,https://www.homegate.ch/rent/3000405878,rent,Thalwil,8800,ZH,HIGH,47.28893679999999,8.5642496,Month,1955.0,APARTMENT,,4.0,,,,,,,,1.0,1,,,,1.0,2021.0,,,
269,3000336891,https://www.homegate.ch/rent/3000336891,rent,Herrliberg,8704,ZH,HIGH,47.29630969999999,8.605692099999999,Month,3341.0,APARTMENT,116.0,4.5,,2013.0,1.0,,1.0,,,,1,,,,,,,,
270,3000408778,https://www.homegate.ch/rent/3000408778,rent,Herrliberg,8704,ZH,HIGH,47.2866068,8.618257700000001,Month,3480.0,APARTMENT,137.0,4.5,,,1.0,,,,,1.0,1,,,,,2020.0,,,
271,3000424844,https://www.homegate.ch/rent/3000424844,rent,Zürich,8052,ZH,MEDIUM,47.4185659,8.5420257,Month,1040.0,APARTMENT,14.0,1.0,,,,,,,,,4,,,,,,,,
272,3000387476,https://www.homegate.ch/rent/3000387476,rent,Zürich,8052,ZH,HIGH,47.4223811,8.542512,Month,1050.0,APARTMENT,38.0,1.5,,,,,1.0,,,,2,,0.0,1.0,1.0,,,,
273,3000395750,https://www.homegate.ch/rent/3000395750,rent,Zürich,8051,ZH,HIGH,47.4049537,8.5777374,Month,1280.0,APARTMENT,,1.0,,,,,,,,,Ground,,,,,2015.0,,,
274,3000424897,https://www.homegate.ch/rent/3000424897,rent,Zürich,8051,ZH,MEDIUM,47.400711,8.5846182,Month,1328.0,APARTMENT,20.0,1.0,,,,,1.0,,,,Ground,,,,,,,,
275,3000147374,https://www.homegate.ch/rent/3000147374,rent,Zürich,8047,ZH,HIGH,47.3741362,8.4852743,Month,2100.0,APARTMENT,53.0,2.5,,2020.0,1.0,,1.0,,,,,,,1.0,,,,,
276,3000132657,https://www.homegate.ch/rent/3000132657,rent,Zürich,8047,ZH,HIGH,47.3741484,8.4967683,Month,2190.0,APARTMENT,41.0,2.0,1.0,1938.0,,,1.0,,,,3,,,,1.0,2019.0,,,
277,3000233434,https://www.homegate.ch/rent/3000233434,rent,Rafz,8197,ZH,HIGH,47.60710419999999,8.540828099999999,Month,2040.0,APARTMENT,130.0,4.5,1.0,1995.0,1.0,,1.0,,,1.0,1,,,,1.0,2008.0,,,
278,3000281284,https://www.homegate.ch/rent/3000281284,rent,Rafz,8197,ZH,HIGH,47.6070048,8.5429192,Month,2040.0,APARTMENT,118.0,4.5,,2008.0,,,,,,,2,,,1.0,,,,,
281,3000387355,https://www.homegate.ch/rent/3000387355,rent,Männedorf,8708,ZH,HIGH,47.2565226,8.703866399999999,Month,1440.0,APARTMENT,57.0,2.5,1.0,,1.0,1.0,1.0,,,1.0,Ground,,,,1.0,,,,
282,3000387244,https://www.homegate.ch/rent/3000387244,rent,Männedorf,8708,ZH,HIGH,47.2531292,8.691201999999999,Month,1541.0,APARTMENT,65.0,3.0,,,,,1.0,,,,1,,0.0,,1.0,,,,
283,105481488,https://www.homegate.ch/rent/105481488,rent,Stäfa,8712,ZH,HIGH,47.239189,8.7195513,Month,824.0,APARTMENT,18.0,1.0,,,,,,,,,3,,2.2,,1.0,2016.0,18.0,,
284,3000435804,https://www.homegate.ch/rent/3000435804,rent,Stäfa,8712,ZH,HIGH,47.24128,8.7311974,Month,1455.0,APARTMENT,85.0,4.0,1.0,,,,1.0,,,,3,,,,1.0,2011.0,,,
285,3000383691,https://www.homegate.ch/rent/3000383691,rent,Zürich,8048,ZH,HIGH,47.3809718,8.484912300000001,Month,980.0,APARTMENT,,1.0,,,,,,,,,1,,,,,,,,
286,3000298173,https://www.homegate.ch/rent/3000298173,rent,Zürich,8048,ZH,HIGH,47.3840496,8.486232,Month,1020.0,APARTMENT,30.0,1.0,,1993.0,,,1.0,,,,Ground,,2.4,,,2016.0,,,
287,3000433615,https://www.homegate.ch/rent/3000433615,rent,Au ZH,8804,ZH,HIGH,47.2493319,8.632335,Month,1890.0,APARTMENT,93.0,4.0,,,1.0,,1.0,,,,,,2.4,1.0,,,93.0,,
288,3000434121,https://www.homegate.ch/rent/3000434121,rent,Au ZH,8804,ZH,HIGH,47.2488384,8.6329751,Month,1985.0,APARTMENT,74.0,4.0,,,,,1.0,,,,1,,,1.0,,,74.0,,
289,3000427949,https://www.homegate.ch/rent/3000427949,rent,Kilchberg ZH,8802,ZH,HIGH,47.3154262,8.540219,Month,3100.0,APARTMENT,120.0,4.5,1.0,1975.0,1.0,,1.0,,1.0,1.0,2,,,,1.0,,,,
290,3000329695,https://www.homegate.ch/rent/3000329695,rent,Kilchberg ZH,8802,ZH,HIGH,47.3179813,8.5500013,Month,3400.0,APARTMENT,100.0,4.5,1.0,,,1.0,1.0,,,,3,,,1.0,1.0,2020.0,,,
297,3000421361,https://www.homegate.ch/rent/3000421361,rent,Freienbach,8807,SZ,HIGH,47.2034072,8.7621748,Month,1957.0,APARTMENT,80.0,3.5,,1972.0,,,1.0,,,,1,,,1.0,,2015.0,,,
298,3000203105,https://www.homegate.ch/rent/3000203105,rent,Freienbach,8807,SZ,HIGH,47.2048584,8.7572209,Month,1970.0,APARTMENT,82.0,3.5,1.0,1979.0,,,1.0,,1.0,,3,,,1.0,,,,,
299,3000253907,https://www.homegate.ch/rent/3000253907,rent,Meilen,8706,ZH,HIGH,47.26319849999999,8.6636407,Month,1890.0,APARTMENT,66.0,2.5,,1954.0,,,,,,,1,,,,,2014.0,,,
300,3000253913,https://www.homegate.ch/rent/3000253913,rent,Meilen,8706,ZH,HIGH,47.26319849999999,8.6636407,Month,1890.0,APARTMENT,66.0,2.5,,1954.0,,,,,,,2,,,,,2014.0,,,
301,3000212177,https://www.homegate.ch/rent/3000212177,rent,Brütten,8311,ZH,HIGH,47.4738829,8.6755973,Month,2700.0,APARTMENT,133.0,4.5,1.0,2019.0,,1.0,1.0,,,,2,,,1.0,1.0,,,,
302,3000418445,https://www.homegate.ch/rent/3000418445,rent,Brütten,8311,ZH,HIGH,47.4717937,8.6750466,Month,2870.0,APARTMENT,137.0,4.5,1.0,,,1.0,1.0,,,,,,,1.0,,,137.0,,
303,3000425506,https://www.homegate.ch/rent/3000425506,rent,Effretikon,8307,ZH,HIGH,47.4307553,8.682761,Month,1720.0,APARTMENT,72.0,3.5,1.0,,,,1.0,,,,3,,,,1.0,,,,
304,3000343896,https://www.homegate.ch/rent/3000343896,rent,Rüschlikon,8803,ZH,HIGH,47.3058547,8.5440286,Month,1775.0,APARTMENT,60.0,2.5,,,,,1.0,,1.0,,Ground,,,,,,,,
305,3000172042,https://www.homegate.ch/rent/3000172042,rent,Rüschlikon,8803,ZH,HIGH,47.3056262,8.555489399999999,Month,2255.0,APARTMENT,79.0,3.5,,2019.0,1.0,1.0,1.0,,,1.0,,1.0,2.6,1.0,1.0,,,,
308,3000350107,https://www.homegate.ch/rent/3000350107,rent,Horgen,8810,ZH,MEDIUM,47.2532211,8.6181217,Month,3360.0,APARTMENT,110.0,4.5,1.0,2020.0,1.0,1.0,1.0,,,,1,,,,1.0,,,,
310,3000352649,https://www.homegate.ch/rent/3000352649,rent,Illnau,8308,ZH,HIGH,47.4097748,8.723184,Month,1867.0,APARTMENT,95.0,3.5,1.0,2005.0,,1.0,1.0,,,,3,1.0,,1.0,1.0,,123.0,,
311,3000141941,https://www.homegate.ch/rent/3000141941,rent,Illnau,8308,ZH,HIGH,47.4085304,8.7244587,Month,1990.0,APARTMENT,135.0,4.0,1.0,,,,1.0,,1.0,,2,,,,,,,,
312,3000407542,https://www.homegate.ch/rent/3000407542,rent,Eglisau,8193,ZH,HIGH,47.5739992,8.5146936,Month,1940.0,APARTMENT,100.0,4.5,1.0,,1.0,,,,,,1,,,,,,,,
313,3000259037,https://www.homegate.ch/rent/3000259037,rent,Eglisau,8193,ZH,HIGH,47.5738098,8.5145173,Month,1940.0,APARTMENT,81.0,3.5,1.0,,1.0,1.0,1.0,,,,3,,,1.0,1.0,,,,
315,3000387128,https://www.homegate.ch/rent/3000387128,rent,Wallisellen,8304,ZH,HIGH,47.414826,8.605884300000001,Month,2160.0,APARTMENT,102.0,3.5,1.0,1972.0,1.0,,,,1.0,,9,,,1.0,1.0,2002.0,,,
316,3000350639,https://www.homegate.ch/rent/3000350639,rent,Richterswil,8805,ZH,HIGH,47.2049543,8.6996831,Month,1380.0,APARTMENT,65.0,2.5,,,,,,,,,Ground,,,,,1994.0,,,
317,3000197799,https://www.homegate.ch/rent/3000197799,rent,Richterswil,8805,ZH,HIGH,47.2062071,8.685416499999999,Month,1430.0,APARTMENT,,3.0,1.0,,,,,,,,3,,,,,,,,
319,3000372149,https://www.homegate.ch/rent/3000372149,rent,Nürensdorf,8309,ZH,HIGH,47.446045,8.6447441,Month,1570.0,APARTMENT,55.0,3.0,,,1.0,,1.0,,,,2,,,,,,,,
